exon_id	exon_seq_start	exon_seq_end
ENSE00003548786	24049765	24050341
ENSE00001683783	24064067	24064214
ENSE00001619375	24058316	24058493
ENSE00003468556	24056248	24056400
ENSE00003528506	24054123	24054237
ENSE00003480174	24053057	24053167
ENSE00003577506	24052505	24052615
ENSE00003482521	24051960	24052070
ENSE00003559850	24050928	24051038
ENSE00003547647	24050753	24050841
ENSE00003613569	24049765	24050341
ENSE00001794358	24064067	24064174
ENSE00003465760	24026223	24026799
ENSE00002228703	24064067	24064127
ENSE00002309932	24049997	24050341
ENSE00001643289	23671964	23672356
ENSE00001615364	23670909	23670974
ENSE00001713521	23670582	23670645
ENSE00001786811	23670350	23670495
ENSE00001765379	23670185	23670232
ENSE00001908333	26357107	26357382
ENSE00001666674	26329421	26329652
ENSE00001796018	26328965	26329169
ENSE00001784489	26325463	26325515
ENSE00001881074	23673224	23673371
ENSE00003564737	23675233	23675345
ENSE00003500350	23675820	23675923
ENSE00001799218	23678943	23679120
ENSE00003552000	23681036	23681188
ENSE00003596670	23683199	23683313
ENSE00003464309	23684269	23684379
ENSE00003633721	23684821	23684931
ENSE00003674912	23685366	23685476
ENSE00003567291	23686398	23686508
ENSE00003679647	23686596	23686684
ENSE00003617149	23687096	23687672
ENSE00001661847	23673249	23673371
ENSE00003675456	23681036	23681188
ENSE00003499970	23683199	23683313
ENSE00003586486	23684269	23684379
ENSE00003643888	23684821	23684931
ENSE00003501027	23685366	23685476
ENSE00003669209	23686398	23686508
ENSE00003536838	23686596	23686684
ENSE00003662366	23687096	23687672
ENSE00001659203	6175751	6175852
ENSE00001709097	6175939	6176078
ENSE00001731355	6177541	6177628
ENSE00001752741	24455006	24455117
ENSE00001595873	24457007	24457119
ENSE00002550304	24457542	24457645
ENSE00001190571	24460640	24462352
ENSE00001792479	24457011	24457119
ENSE00001683633	24460640	24460817
ENSE00001618747	24462742	24462894
ENSE00001598516	24464930	24465044
ENSE00001800192	24466510	24466611
ENSE00001753847	24466977	24467087
ENSE00001642884	24467168	24467256
ENSE00001598101	24467671	24467972
ENSE00001629733	9873804	9874161
ENSE00001690028	9875508	9875576
ENSE00001791094	9875672	9875817
ENSE00001700224	9875928	9875984
ENSE00001859492	14394177	14394465
ENSE00001686036	25163210	25163968
ENSE00002094213	26332656	26333378
ENSE00002123033	26329581	26329652
ENSE00001780671	7781463	7782131
ENSE00001751822	24040526	24040648
ENSE00001612685	24038552	24038664
ENSE00001763210	24037972	24038075
ENSE00003654373	24032707	24032859
ENSE00003581142	24030582	24030696
ENSE00003526911	24029516	24029626
ENSE00003486158	24028964	24029074
ENSE00003580424	24028419	24028529
ENSE00003605671	24027387	24027497
ENSE00003601536	24027211	24027299
ENSE00003624241	24026223	24026799
ENSE00001636167	24040526	24040673
ENSE00001665354	24034775	24034952
ENSE00003494048	24032707	24032859
ENSE00003647885	24030582	24030696
ENSE00003646572	24029516	24029626
ENSE00003489479	24028964	24029074
ENSE00003670003	24028419	24028529
ENSE00003588956	24027387	24027497
ENSE00003484557	24027211	24027299
ENSE00003612403	24026223	24026799
ENSE00001744906	24038552	24038660
ENSE00002215963	24040526	24040586
ENSE00002316782	24026455	24026799
ENSE00001592980	20290496	20290830
ENSE00001733820	20298015	20298506
ENSE00002317106	20297335	20298306
ENSE00002237968	20298308	20298913
ENSE00002019278	20952595	20952937
ENSE00002070232	26424828	26425034
ENSE00002079738	26429209	26429377
ENSE00002059695	26437416	26437493
ENSE00002051610	20941185	20941313
ENSE00002083133	20938702	20939447
ENSE00002028839	20938165	20938289
ENSE00002069932	20817932	20818076
ENSE00002063868	20817406	20817491
ENSE00002057796	20655961	20656181
ENSE00002048409	20655067	20655191
ENSE00002073771	20654896	20654988
ENSE00002045000	20652801	20652991
ENSE00002068415	20548860	20548916
ENSE00002086946	20549222	20549330
ENSE00002062200	20549411	20549520
ENSE00002049899	20550014	20551037
ENSE00002077940	6113013	6113324
ENSE00001694957	6111594	6111684
ENSE00003675853	6111336	6111481
ENSE00002079014	19888946	19889280
ENSE00002054858	19880996	19881760
ENSE00001426978	19881469	19882440
ENSE00001427537	19880862	19881467
ENSE00002086052	20702866	20702995
ENSE00002030784	20704732	20705478
ENSE00002046435	20705890	20706014
ENSE00002021560	6111568	6111670
ENSE00003683409	6111336	6111481
ENSE00002051027	6109809	6109902
ENSE00002079391	20653626	20653703
ENSE00002055245	20662506	20662937
ENSE00002063141	20691526	20691723
ENSE00002077751	20692374	20692482
ENSE00002066035	20708919	20709584
ENSE00002036613	24041541	24041925
ENSE00002083771	24042923	24043007
ENSE00002040343	24043252	24043330
ENSE00002082814	24043416	24043547
ENSE00002059714	24043665	24043706
ENSE00002088173	10037764	10037915
ENSE00002088234	9928019	9928137
ENSE00002088264	28393531	28393668
ENSE00002088309	2652790	2652894
ENSE00002088347	5742287	5742379
ENSE00002088385	26092765	26092918
ENSE00002088393	25569246	25569383
ENSE00002088421	20508009	20508124
ENSE00002088434	10033981	10034093
ENSE00002088438	20995615	20995776
ENSE00002088464	7209572	7209683
ENSE00002088480	19671654	19671769
ENSE00002088506	19734941	19735035
ENSE00002088527	5441969	5442060
ENSE00002088623	7246713	7246820
ENSE00002088634	20278734	20278893
ENSE00002088641	18360815	18360921
ENSE00002088677	20648397	20648558
ENSE00002088757	9930484	9930602
ENSE00002088783	19669744	19669856
ENSE00002088791	18448163	18448269
ENSE00002088894	27869489	27869642
ENSE00002088907	20444739	20444833
ENSE00002088936	4887117	4887307
ENSE00002088939	27606157	27606239
ENSE00002088940	7291095	7291199
ENSE00002088981	19900883	19901042
ENSE00002089054	14482123	14482230
ENSE00002089093	28075126	28075289
ENSE00002089101	7192338	7192636
ENSE00002089132	18174646	18174709
ENSE00002089135	20509921	20510033
ENSE00002089149	25887089	25887252
ENSE00002089157	18250128	18250259
ENSE00002089162	15779840	15779936
ENSE00002089234	21180869	21180973
ENSE00002089323	13340551	13340633
ENSE00002089368	4043026	4043131
ENSE00002089416	28507136	28507239
ENSE00002198122	23206485	23206610
ENSE00002174318	23204155	23204255
ENSE00002153935	23200175	23200930
ENSE00002532814	13462594	13463857
ENSE00002532407	13488005	13489271
ENSE00001685809	9304564	9305095
ENSE00001706012	9305703	9305780
ENSE00001701882	9305909	9306020
ENSE00003684179	9306122	9306267
ENSE00003459001	9306374	9306455
ENSE00003593931	9307148	9307357
ENSE00002289488	9236076	9236312
ENSE00002299255	9304829	9305095
ENSE00002495525	13477233	13478499
ENSE00002516975	13470597	13471863
ENSE00002541336	24476599	24477171
ENSE00002560807	24477716	24478647
ENSE00002607126	21853827	21856492
ENSE00002699100	13340359	13340440
ENSE00002716056	13947443	13947512
ENSE00002692672	18398127	18398238
ENSE00002709597	16364065	16364171
ENSE00002923801	21760074	21760643
ENSE00002984896	25847479	25847492
ENSE00003022139	25850384	25850398
ENSE00003135789	25850559	25850592
ENSE00003159256	21738045	21738068
ENSE00003053921	21737895	21737969
ENSE00003090195	15418467	15418484
ENSE00003068265	15418626	15418711
ENSE00003133967	15428905	15428910
ENSE00003158951	15429021	15429063
ENSE00003052018	15429068	15429181
ENSE00003105168	28114876	28114889
ENSE00002994181	28111970	28111984
ENSE00003035759	28111776	28111809
ENSE00003089533	5312577	5312605
ENSE00003100810	5306691	5306703
ENSE00001782073	9345205	9345423
ENSE00001705189	9345442	9345707
ENSE00001641329	9346315	9346392
ENSE00001803456	9346521	9346632
ENSE00001739988	9346734	9346879
ENSE00001717366	9346986	9347067
ENSE00001761223	9347762	9347784
ENSE00003671391	13551375	13551415
ENSE00003551235	13551547	13552752
ENSE00003639402	13491303	13491471
ENSE00003668884	13491863	13493369
ENSE00003649651	27809047	27809373
ENSE00003691087	13263395	13263563
ENSE00003621115	23793569	23793901
ENSE00003657297	13263065	13263272
ENSE00003625313	13262741	13262939
ENSE00003638565	13629856	13629913
ENSE00003555471	13629403	13629733
ENSE00003625865	19576759	19577094
ENSE00003697854	27605054	27605329
